Iteration,Loss,BPC,Time (ms),MFU
498,4.8727,7.0299,6478.81,7.42
499,5.3822,7.7649,6437.53,7.43
500,4.1652,6.0091,6414.32,7.43
501,4.827,6.9639,6413.77,7.44
502,5.4449,7.8553,6417.13,7.45
503,5.0904,7.3439,6418.44,7.45
504,5.1225,7.3902,6417.37,7.46
505,4.6577,6.7196,6419.27,7.46
506,5.2134,7.5213,6434.99,7.46
507,4.7833,6.9009,6461.99,7.46
508,4.6741,6.7433,6505.11,7.46
509,4.9411,7.1285,6555.43,7.45
510,4.6104,6.6515,6583.75,7.43
511,4.7021,6.7837,6555.79,7.42
512,4.8506,6.998,6446.07,7.43
513,4.5553,6.572,6339.72,7.44
514,4.5431,6.5543,6294.44,7.46
515,4.8797,7.04,6236.37,7.49
516,5.1263,7.3957,6185.36,7.52
517,4.7539,6.8584,6172.81,7.55
518,5.1025,7.3614,6155.95,7.57
519,4.9422,7.1301,6136.99,7.6
520,5.0733,7.3192,6150.12,7.62
521,4.5111,6.5082,6142.33,7.65
522,4.9737,7.1755,6146.71,7.66
523,4.8702,7.0262,6155.12,7.68
524,4.7802,6.8964,6162.95,7.69
525,3.9645,5.7196,6154.47,7.71
526,4.9062,7.0782,6195.55,7.71
527,4.8107,6.9404,6205.38,7.72
528,4.5975,6.6328,6235.22,7.72
529,5.075,7.3217,6259.98,7.71
530,4.7504,6.8534,6314.01,7.71
531,4.698,6.7778,6358.41,7.69
532,5.2935,7.6369,6399.14,7.67
533,4.8234,6.9588,6418.11,7.66
534,5.0624,7.3035,6459.35,7.64
535,4.6202,6.6655,6494.39,7.61
536,4.5531,6.5687,6508.6,7.59
537,5.0596,7.2995,6496.69,7.57
538,4.7914,6.9125,6496.16,7.56
539,4.9192,7.0969,6514.66,7.54
540,4.5042,6.4983,6538.31,7.52
541,5.2717,7.6054,6570.86,7.5
542,4.7478,6.8496,6612.09,7.48
543,4.9654,7.1636,6682.08,7.45
544,4.7849,6.9032,6723.41,7.42
545,4.4662,6.4434,6714.76,7.4
546,5.035,7.2639,6646.04,7.38
547,5.0511,7.2872,6609.41,7.37
548,4.8781,7.0377,6630.73,7.36
549,4.8499,6.997,6624.49,7.35
550,4.5311,6.537,6616.66,7.34
551,4.5694,6.5923,6642.62,7.33
552,4.9334,7.1174,6659.32,7.32
553,4.7262,6.8184,6675.36,7.31
554,4.7354,6.8318,6661.48,7.3
555,4.5924,6.6254,6637.5,7.3
556,4.5427,6.5537,6614.96,7.3
557,4.7428,6.8425,6609.25,7.3
558,4.8525,7.0007,6604.87,7.29
559,4.5153,6.5142,6611.14,7.29
560,4.1862,6.0394,6608.77,7.29
561,4.8553,7.0047,6586.65,7.29
562,5.1179,7.3835,6575.47,7.3
563,4.6194,6.6645,6542.01,7.3
564,4.4032,6.3525,6537.39,7.31
565,4.9152,7.0911,6551.58,7.31
566,4.8893,7.0538,6539.34,7.32
567,4.6263,6.6744,6563.32,7.32
568,4.8708,7.027,6607.08,7.32
569,4.596,6.6306,6589.48,7.32
570,4.3671,6.3004,6559.75,7.32
571,4.7651,6.8746,6529.8,7.32
572,4.885,7.0476,6502.23,7.33
573,4.2827,6.1786,6506.43,7.34
574,4.8665,7.0209,6509.49,7.34
575,4.3804,6.3195,6514.65,7.35
576,4.3119,6.2208,6542.72,7.35
577,4.2497,6.131,6581.66,7.35
578,4.1091,5.9281,6611.29,7.34
579,4.68,6.7519,6576.42,7.34
580,4.81,6.9394,6468.65,7.35
581,4.4323,6.3945,6422.96,7.36
582,4.7422,6.8416,6409.22,7.38
583,4.3068,6.2134,6373.25,7.39
584,4.066,5.8659,6343.33,7.41
585,4.6824,6.7553,6327.19,7.43
586,4.6341,6.6857,6328.55,7.45
587,4.5126,6.5103,6328.43,7.47
588,4.9218,7.1006,6347.8,7.48
589,5.0219,7.245,6358.89,7.49
590,4.7559,6.8613,6358.04,7.5
591,4.7077,6.7918,6417.21,7.5
592,4.6679,6.7343,6399.47,7.5
593,4.8029,6.9291,6424.35,7.5
594,4.8441,6.9885,6460.63,7.49
595,4.7581,6.8646,6491.76,7.49
596,5.0842,7.335,6527.45,7.47
597,4.8379,6.9796,6551.72,7.46
598,4.3664,6.2994,6603.79,7.44
599,4.7608,6.8684,6665.31,7.42
600,4.5053,6.4997,6698.06,7.4
601,4.5193,6.52,6679.48,7.38
602,4.5969,6.6319,6681.3,7.36
603,4.606,6.6451,6660.18,7.35
604,5.1191,7.3853,6609.55,7.34
605,4.0526,5.8466,6567.28,7.34
606,4.6661,6.7318,6550.23,7.34
607,4.991,7.2005,6539.4,7.34
608,4.895,7.062,6528.03,7.35
609,4.1588,5.9999,6561.89,7.35
610,4.7963,6.9196,6572.51,7.34
611,4.7082,6.7926,6607.03,7.34
612,5.087,7.3389,6598.37,7.33
613,4.4293,6.3901,6578.01,7.33
614,4.7794,6.8953,6570.99,7.33
615,4.6221,6.6682,6586.35,7.33
616,4.6427,6.698,6556.15,7.33
617,4.5123,6.5098,6539.6,7.33
618,4.6813,6.7537,6545.56,7.34
619,4.1723,6.0193,6546.45,7.34
620,4.8419,6.9854,6573.11,7.34
621,4.2098,6.0734,6586.08,7.33
622,4.941,7.1283,6601.14,7.33
623,4.647,6.7041,6571.01,7.33
624,4.285,6.1819,6558.81,7.33
625,4.6092,6.6496,6552.66,7.33
626,3.8393,5.539,6563.64,7.33
627,4.7097,6.7946,6570.13,7.33
628,4.3982,6.3453,6587.59,7.33
629,4.6672,6.7334,6581.68,7.33
630,4.6475,6.7049,6601.96,7.32
631,4.5218,6.5236,6599.2,7.32
632,4.7287,6.8221,6615.34,7.32
633,4.9339,7.1181,6574.63,7.32
634,4.9737,7.1755,6466.6,7.33
635,4.0915,5.9027,6414.66,7.35
636,4.888,7.0519,6408.9,7.36
637,4.0221,5.8027,6408.47,7.38
638,4.4748,6.4558,6366.77,7.4
639,4.4232,6.3813,6357.45,7.41
640,4.6885,6.7641,6359.6,7.43
641,4.487,6.4734,6337.23,7.45
642,4.423,6.381,6339.64,7.46
643,4.489,6.4762,6378.5,7.47
644,4.32,6.2324,6397.01,7.48
645,4.2115,6.0759,6419.25,7.48
646,4.2193,6.0871,6424.4,7.48
647,4.6028,6.6405,6470.84,7.48
648,4.747,6.8484,6515.28,7.47
649,4.9523,7.1447,6559.69,7.45
650,5.039,7.2698,6593.33,7.44
651,4.4702,6.4491,6648.97,7.42
652,4.5402,6.5501,6621.36,7.4
653,4.4678,6.4456,6628.9,7.39
654,4.0124,5.7886,6630.4,7.38
655,4.4174,6.373,6652.89,7.36
656,4.4437,6.4109,6634.95,7.35
657,4.3839,6.3246,6637.51,7.34
658,4.6979,6.7777,6621.84,7.33
659,4.5854,6.6154,6613.65,7.33
660,4.2714,6.1623,6603.18,7.33
661,4.5987,6.6346,6617.01,7.32
662,4.8721,7.0289,6616.57,7.32
663,4.6145,6.6573,6642.37,7.31
664,4.5345,6.5419,6638.81,7.3
665,4.7694,6.8808,6613.47,7.3
666,4.6318,6.6822,6595.28,7.3
667,4.6522,6.7116,6597.34,7.3
668,4.311,6.2194,6609.9,7.3
669,4.5108,6.5077,6619.23,7.3
670,4.3141,6.2239,6653.84,7.29
671,3.9696,5.727,6707.8,7.28
672,4.1833,6.0352,6664.83,7.27
673,4.7007,6.7817,6574.16,7.28
674,4.5989,6.6348,6495.62,7.29
675,4.8907,7.0558,6444.32,7.31
676,3.7976,5.4787,6416.56,7.33
677,4.4151,6.3697,6409.15,7.35
678,4.6653,6.7306,6417.6,7.36
679,4.0484,5.8406,6418.53,7.38
680,4.5646,6.5853,6417.77,7.39
681,4.3333,6.2517,6419.25,7.4
682,3.6367,5.2467,6424.91,7.41
683,4.2409,6.1183,6449.84,7.41
684,4.5492,6.5631,6480.56,7.42
685,4.0985,5.9129,6512.8,7.41
686,4.4734,6.4537,6572.37,7.4
687,4.3662,6.2992,6609.9,7.39
688,3.4344,4.9548,6663.22,7.38
689,4.7524,6.8563,6631.64,7.36
690,4.5468,6.5596,6594.6,7.36
691,4.5315,6.5376,6574.58,7.35
692,4.5168,6.5164,6571.19,7.35
693,4.4347,6.3979,6560.99,7.35
694,4.4257,6.3849,6587.65,7.35
695,4.1852,6.0379,6588.81,7.34
696,4.4775,6.4597,6635.08,7.33
697,4.2266,6.0977,6671.57,7.32
698,4.0065,5.7802,6702.21,7.31
699,4.708,6.7922,6624.32,7.3
700,4.6181,6.6626,6571.6,7.31
701,4.5839,6.6132,6528.09,7.31
702,4.4894,6.4768,6502.35,7.32
703,4.674,6.7432,6499.38,7.33
704,4.4263,6.3858,6505.58,7.34
705,4.1117,5.932,6522.06,7.34
706,4.1639,6.0073,6537.09,7.34
707,3.8558,5.5627,6568.36,7.34
708,3.9391,5.683,6603.73,7.34
709,4.0536,5.848,6620.69,7.33
710,4.6332,6.6843,6614.9,7.32
711,4.3391,6.26,6608.9,7.32
712,4.5477,6.561,6589.01,7.32
713,4.5809,6.6088,6587.71,7.32
714,3.5593,5.135,6601.54,7.32
715,4.8387,6.9808,6593.72,7.31
716,4.181,6.0319,6597.46,7.31
717,4.4341,6.397,6579.89,7.31
718,3.8587,5.567,6562.42,7.31
719,4.1315,5.9606,6560.7,7.32
720,4.4505,6.4207,6573.18,7.32
721,4.3277,6.2436,6596.44,7.32
722,4.1921,6.0479,6585.65,7.32
723,4.1743,6.0222,6566.68,7.32
724,4.37,6.3046,6557.08,7.32
725,4.0928,5.9047,6567.2,7.32
726,4.2984,6.2013,6572.68,7.32
727,4.0738,5.8773,6597.0,7.32
728,3.6307,5.2379,6584.57,7.32
729,4.3023,6.207,6565.2,7.32
730,4.1725,6.0197,6549.65,7.32
731,4.4228,6.3807,6550.25,7.32
732,4.2951,6.1965,6557.01,7.33
733,3.9977,5.7675,6558.37,7.33
734,4.2804,6.1754,6562.55,7.33
735,4.1854,6.0383,6563.58,7.33
736,4.3249,6.2395,6536.29,7.33
737,4.0812,5.888,6509.54,7.34
738,4.541,6.5513,6498.21,7.35
739,4.1948,6.0518,6517.9,7.35
740,4.3533,6.2805,6521.2,7.35
741,4.254,6.1373,6551.83,7.35
742,4.322,6.2353,6563.57,7.35
743,4.3283,6.2444,6533.88,7.35
744,4.2934,6.194,6517.55,7.36
745,4.4254,6.3845,6491.74,7.36
746,3.9918,5.7589,6482.4,7.37
747,4.6502,6.7088,6486.63,7.37
748,4.2561,6.1403,6512.84,7.38
749,3.9753,5.7351,6538.24,7.37
750,4.5444,6.5562,6568.99,7.37
751,4.3862,6.328,6603.41,7.36
752,3.932,5.6726,6625.66,7.35
753,4.1528,5.9912,6592.62,7.35
754,3.995,5.7636,6553.51,7.35
755,4.7915,6.9127,6551.52,7.35
756,4.1189,5.9423,6539.71,7.35
757,4.2707,6.1614,6566.01,7.35
758,4.7261,6.8183,6554.22,7.35
759,4.5269,6.5309,6555.49,7.35
760,4.6315,6.6818,6554.25,7.35
761,4.2828,6.1788,6554.97,7.35
762,3.8956,5.6201,6555.09,7.35
763,4.0365,5.8234,6552.69,7.35
764,4.0132,5.7898,6561.17,7.34
765,4.0564,5.8522,6557.99,7.34
766,4.416,6.371,6561.34,7.34
767,4.2359,6.1111,6559.93,7.34
768,4.284,6.1805,6588.97,7.34
769,4.2859,6.1832,6600.73,7.33
770,4.4836,6.4685,6618.04,7.33
771,4.0058,5.7791,6615.32,7.32
772,4.6115,6.653,6464.05,7.34
773,4.7928,6.9145,6376.75,7.36
774,3.9477,5.6953,6310.92,7.38
775,4.1686,6.014,6251.06,7.42
776,4.5809,6.6088,6195.09,7.45
777,3.5329,5.0968,6164.29,7.49
778,4.2645,6.1524,6161.68,7.52
779,4.1666,6.0111,6147.77,7.55
780,3.7908,5.4689,6150.08,7.58
781,3.6859,5.3176,6132.51,7.61
782,3.8736,5.5885,6125.54,7.63
783,4.1639,6.0073,6136.46,7.65
784,4.2109,6.075,6148.63,7.67
785,4.1569,5.9972,6167.85,7.68
786,4.0002,5.7711,6177.27,7.69
787,4.1443,5.979,6175.59,7.7
788,4.2189,6.0866,6192.28,7.71
789,4.0184,5.7973,6223.29,7.71
790,4.363,6.2945,6258.03,7.71
791,3.9868,5.7517,6317.07,7.7
792,4.5419,6.5526,6357.89,7.69
793,4.2534,6.1364,6381.84,7.67
794,4.1699,6.0159,6424.96,7.66
795,4.3384,6.2589,6466.65,7.64
796,4.3125,6.2216,6502.56,7.61
797,3.9217,5.6579,6518.1,7.59
798,4.4771,6.4591,6542.94,7.57
799,3.8545,5.5608,6568.69,7.54
800,3.4666,5.0012,6618.01,7.52
801,4.6589,6.7214,6666.92,7.49
802,4.7165,6.8045,6712.19,7.45
803,4.371,6.3061,6712.77,7.43
804,4.4735,6.4538,6691.99,7.4
805,4.6118,6.6535,6698.13,7.38
806,4.1185,5.9418,6679.53,7.36
807,4.2256,6.0962,6616.9,7.36
808,3.7033,5.3428,6556.54,7.35
809,4.1576,5.9981,6512.84,7.36
810,4.2958,6.1975,6482.93,7.36
811,4.5431,6.5543,6469.36,7.37
812,4.7783,6.8936,6466.79,7.38
813,4.5648,6.5856,6470.22,7.39
814,3.4694,5.0053,6486.62,7.39
815,3.8382,5.5374,6515.58,7.39
816,3.8775,5.594,6537.07,7.39
817,4.3363,6.2559,6577.2,7.38
818,4.3237,6.2378,6617.72,7.37
819,4.7842,6.9021,6665.57,7.35
820,3.8925,5.6156,6735.48,7.33
821,4.2372,6.113,6746.56,7.31
822,3.9007,5.6275,6658.28,7.31
823,4.0479,5.8399,6605.04,7.3
824,4.2088,6.0721,6518.8,7.31
825,4.6251,6.6726,6478.87,7.32
826,4.4472,6.416,6436.26,7.34
827,4.1733,6.0208,6429.32,7.35
828,4.3871,6.3292,6417.42,7.37
829,3.8983,5.6241,6418.7,7.38
830,4.1153,5.9371,6426.38,7.39
831,3.7516,5.4124,6429.58,7.4
832,4.6329,6.6839,6435.56,7.41
833,3.6878,5.3204,6450.93,7.42
834,4.0064,5.78,6493.93,7.41
835,4.0326,5.8178,6534.79,7.41
836,4.093,5.9049,6579.07,7.4
837,4.1052,5.9225,6650.15,7.38
838,3.8162,5.5056,6637.84,7.37
839,4.069,5.8703,6642.87,7.36
840,4.0632,5.8619,6646.37,7.35
841,4.1515,5.9893,6633.84,7.34
842,3.661,5.2817,6638.07,7.33
843,4.0898,5.9003,6647.56,7.32
844,3.8086,5.4947,6651.98,7.31
845,4.2262,6.097,6647.38,7.31
846,4.0296,5.8135,6631.55,7.3
847,4.1298,5.958,6616.3,7.3
848,3.6502,5.2661,6614.03,7.3
849,4.1023,5.9184,6625.41,7.29
850,4.1655,6.0096,6631.6,7.29
851,4.1914,6.0469,6651.62,7.28
852,3.8118,5.4992,6678.46,7.28
853,4.0807,5.8872,6660.61,7.27
854,3.8561,5.5632,6577.19,7.28
855,3.9035,5.6316,6502.53,7.29
856,4.2589,6.1443,6457.92,7.31
857,4.1418,5.9753,6427.19,7.32
858,4.3265,6.2419,6417.4,7.34
859,4.1765,6.0254,6397.47,7.36
860,4.2426,6.1208,6417.86,7.37
861,4.373,6.3089,6398.72,7.39
862,4.0788,5.8844,6417.63,7.4
863,3.7461,5.4045,6423.8,7.41
864,3.8951,5.6194,6420.58,7.42
865,4.0468,5.8384,6457.67,7.42
866,4.3175,6.2288,6461.96,7.42
867,3.7879,5.4648,6465.86,7.43
868,4.1102,5.9298,6463.75,7.43
869,3.8067,5.4919,6496.95,7.43
870,4.0865,5.8956,6509.66,7.42
871,3.5469,5.1171,6554.55,7.42
872,4.2931,6.1936,6603.79,7.4
873,3.9237,5.6606,6625.83,7.39
874,4.2609,6.1472,6628.18,7.38
875,3.8885,5.61,6613.46,7.37
876,4.2572,6.1419,6610.61,7.36
877,3.9535,5.7037,6619.73,7.35
878,4.1117,5.932,6617.18,7.34
879,3.6479,5.2628,6625.75,7.33
880,4.2022,6.0625,6649.84,7.33
881,3.8306,5.5264,6621.87,7.32
882,4.4293,6.3902,6518.36,7.33
883,4.0646,5.8639,6446.06,7.34
884,4.0424,5.832,6416.1,7.36
885,4.3808,6.3202,6361.5,7.38
886,4.0691,5.8705,6321.8,7.4
887,3.7521,5.4131,6297.84,7.43
888,3.7133,5.3572,6271.55,7.45
889,3.815,5.5039,6277.75,7.47
890,3.8835,5.6028,6270.75,7.49
891,3.7914,5.4698,6283.84,7.51
892,4.2988,6.2019,6293.24,7.52
893,4.004,5.7766,6302.95,7.53
894,4.0347,5.8209,6358.64,7.54
895,3.8071,5.4925,6377.5,7.54
896,3.8671,5.579,6360.8,7.54
897,4.0311,5.8156,6417.42,7.54
898,3.5098,5.0636,6438.72,7.53
899,4.1266,5.9535,6469.93,7.52
900,3.919,5.6539,6531.63,7.51
901,4.0927,5.9045,6569.06,7.49
902,3.7263,5.3759,6623.79,7.47
903,3.7858,5.4618,6654.18,7.44
904,3.8896,5.6115,6649.84,7.42
905,3.9398,5.6839,6639.41,7.41
906,3.9128,5.6449,6626.46,7.39
907,3.9915,5.7586,6625.26,7.38
908,3.9091,5.6396,6633.17,7.37
909,4.1376,5.9694,6662.79,7.35
910,4.2052,6.0668,6680.81,7.34
911,3.991,5.7578,6644.79,7.33
912,3.3515,4.8352,6585.18,7.33
913,3.8138,5.5022,6585.31,7.33
914,3.7699,5.4388,6570.08,7.33
915,4.0629,5.8615,6561.06,7.33
916,4.1571,5.9974,6574.47,7.33
917,3.9322,5.6729,6602.07,7.32
918,3.6339,5.2426,6626.86,7.32
919,4.2608,6.147,6649.15,7.31
920,3.7439,5.4013,6637.8,7.3
921,3.837,5.5356,6619.66,7.3
922,3.4467,4.9726,6596.32,7.3
923,3.3992,4.9041,6590.56,7.3
924,3.9283,5.6673,6577.99,7.3
925,4.0837,5.8916,6595.09,7.3
926,3.4055,4.9131,6591.16,7.3
927,3.7536,5.4153,6581.51,7.3
928,4.1768,6.0259,6559.38,7.31
929,3.393,4.8951,6570.2,7.31
930,3.4,4.9052,6589.85,7.31
931,4.004,5.7766,6583.11,7.31
932,3.7017,5.3404,6572.93,7.31
933,3.8111,5.4983,6548.9,7.31
934,4.0838,5.8917,6547.76,7.32
935,4.0053,5.7785,6543.1,7.32
936,3.809,5.4952,6564.07,7.32
937,3.9785,5.7397,6586.78,7.32
938,3.8942,5.6181,6571.9,7.32
939,4.1943,6.0511,6508.81,7.33
940,3.9189,5.6538,6474.41,7.34
941,4.3916,6.3357,6467.25,7.35
942,4.0103,5.7857,6437.56,7.36
943,3.8707,5.5842,6436.67,7.37
944,3.8919,5.6148,6448.95,7.38
945,4.0735,5.8768,6465.89,7.39
946,3.7773,5.4495,6473.98,7.39
947,3.5589,5.1343,6510.05,7.39
948,3.9497,5.6982,6542.12,7.39
949,3.5693,5.1494,6586.83,7.38
950,3.3902,4.8911,6621.25,7.37
951,3.8928,5.6162,6577.25,7.37
952,3.6587,5.2784,6526.71,7.37
953,3.9007,5.6275,6475.54,7.37
954,4.0336,5.8193,6448.1,7.38
955,3.4692,5.005,6437.37,7.39
956,4.0311,5.8157,6438.87,7.4
957,3.6605,5.281,6438.63,7.41
958,3.8008,5.4834,6467.04,7.41
959,3.8512,5.5561,6479.78,7.41
960,3.8852,5.6051,6495.18,7.41
961,3.7949,5.4749,6538.09,7.41
962,3.8985,5.6243,6574.35,7.4
963,3.7807,5.4543,6626.23,7.39
964,4.1799,6.0304,6649.34,7.37
965,3.9536,5.7039,6648.87,7.36
966,3.7043,5.3442,6636.81,7.35
967,4.5404,6.5504,6625.2,7.34
968,3.9616,5.7155,6626.84,7.33
969,3.6034,5.1986,6613.34,7.33
970,4.2279,6.0995,6595.8,7.32
971,4.1586,5.9995,6601.03,7.32
972,3.6967,5.3333,6567.0,7.32
973,3.041,4.3872,6509.28,7.33
974,4.2227,6.092,6490.22,7.34
975,3.6293,5.236,6459.81,7.35
976,3.729,5.3798,6449.37,7.36
977,3.8352,5.533,6437.74,7.37
978,4.0472,5.8389,6444.18,7.38
979,4.0252,5.8072,6479.09,7.39
980,3.7159,5.3609,6497.49,7.39
981,4.1881,6.0422,6510.06,7.39
982,3.9146,5.6475,6545.37,7.39
983,3.9419,5.687,6552.81,7.38
984,3.5036,5.0547,6564.43,7.38
985,3.7854,5.4611,6559.18,7.37
986,3.8706,5.584,6529.74,7.37
987,3.8464,5.5492,6517.39,7.37
988,4.1132,5.9342,6529.46,7.37
989,4.2288,6.1009,6545.19,7.37
990,3.7901,5.4679,6554.97,7.37
991,3.4812,5.0222,6563.88,7.37
992,3.9597,5.7126,6561.71,7.36
993,3.8426,5.5437,6589.66,7.36
994,3.8816,5.6,6579.19,7.35
995,3.879,5.5962,6569.93,7.35
996,3.8398,5.5397,6495.06,7.36
997,3.6494,5.265,6471.17,7.36
998,3.8825,5.6012,6424.53,7.38
999,3.8886,5.6101,6416.77,7.39
1000,3.541,5.1086,6417.72,7.4
